Loan_ID,Lender,Loan_Amount,Interest_Rate,Repayment_Term,Default_Risk,Loan_Purpose,Approval_Time,Application_Date
50855337-fbc2-4f98-ba6f-9717d5e54e87,Fuliza,10150,18.37,30,Low,Business,8,2023-06-10
7f9d4c6c-aea0-4bf3-b21b-f3453cf75048,Tala,20433,12.2,90,Low,Business,51,2024-06-21
582ec378-177d-4812-a511-af8d1fa8dfb1,Branch,21081,9.25,30,Low,Business,35,2024-04-19
e0e8a84b-543f-4c9b-aa6e-f7e7a98a78ee,M-Shwari,23893,26.53,45,High,Personal,18,2023-04-04
5aa8be86-5d5f-4576-acbd-89b8110f99c0,Tala,23551,32.11,30,Low,Personal,5,2025-03-04
febc26c3-9575-41e8-8fe8-3a98440315e1,Fuliza,26712,27.54,30,Low,Medical,14,2023-10-02
c7c98cb0-2ae8-4b33-b982-f38632519aea,Branch,49582,23.56,60,Low,Education,28,2023-05-17
3b34ca16-210b-4fe2-9e19-77f91302cc5d,Branch,4590,6.47,60,Low,Emergency,30,2024-11-07
80bfcb89-afbf-4f5c-89c5-5717b0c9932c,Branch,7460,38.9,14,Low,Emergency,4,2025-01-10
37bfdbdc-854d-43c6-b32c-d4cf66186012,M-Shwari,36272,32.95,45,High,Emergency,39,2024-10-30
29182f58-61ed-4c58-8da9-66282cf3900e,Tala,22020,15.25,14,Low,Business,20,2023-09-30
04897693-8036-4bed-88d4-576ad0eea7bd,M-Shwari,49981,39.3,45,Low,Personal,25,2023-07-16
4f9478a4-18d9-40af-ad50-1e507215b5f7,Timiza,36908,26.07,45,High,Education,28,2024-11-15
37beb61c-7aba-4582-9dcc-ca4006ac244d,Timiza,28970,25.38,30,High,Business,12,2023-05-11
0af09f43-6382-45e7-9350-b9a9b39fe89a,Tala,20991,31.18,30,Low,Personal,2,2024-03-14
a1b4674e-1406-4112-9ce2-bfd31826e5cc,M-Shwari,1841,33.41,30,Low,Personal,43,2024-11-13
dec4039d-c17a-4941-8c11-e1b33f7544b9,Fuliza,45123,27.98,90,Low,Education,14,2023-09-27
36c17d99-7cc4-477a-93e6-5dfd371fbedc,Branch,25291,9.48,90,High,Education,22,2023-08-23
0ebb4478-b39d-4852-adcb-900156d41e6a,Branch,838,16.84,14,Low,Education,31,2024-03-13
8171791e-a04a-4d02-960b-5f3eea923651,Tala,6395,37.48,60,High,Business,23,2024-02-07
d9a24381-63c7-4d7e-bb5e-bb466d5ccac9,Timiza,12754,12.86,30,High,Medical,48,2023-05-19
9906f90b-a72b-41c2-85ea-8a3acdba4a28,Timiza,11844,18.03,30,Low,Education,20,2023-11-06
cd71dd77-0449-4bcb-a810-73113d8958d7,Branch,2250,20.12,60,Low,Medical,38,2024-04-18
bb2ae401-f9dd-4d6c-887c-58692c5860e1,Tala,2921,20.38,90,Low,Business,55,2023-05-07
701bb743-47d6-4e13-8e5d-959ee6fbe566,M-Shwari,40387,26.45,90,Low,Medical,4,2024-02-25
d5b07311-e48b-4863-b76e-eb2d933b29d2,Timiza,5819,38.01,45,Low,Emergency,15,2024-09-09
d19a2f4f-12bb-42fe-a350-2761f17071db,M-Shwari,16396,13.42,30,High,Medical,24,2024-03-08
b318ceba-6cdd-4ff9-b00d-af278a458036,Timiza,12418,9.25,60,High,Education,25,2023-08-03
2b39ed69-dbbc-49f1-a157-e24e6c545130,Timiza,25564,11.91,30,Low,Business,1,2025-01-11
aa2b3b87-831e-4563-932f-7daad8416f4d,KCB M-Pesa,47117,36.04,45,High,Education,7,2024-11-06
e473f67b-1555-4622-b332-54f704e09b91,Timiza,28435,27.6,30,Low,Emergency,57,2023-08-17
5404a551-3eed-4f7f-8cff-fe76af2e6118,Fuliza,38141,15.01,45,Low,Education,31,2024-10-31
eae3ddc9-f0d6-47a7-a7a7-afbe9f011ce7,Tala,30211,33.56,30,Low,Education,12,2025-02-08
df868b3e-77fb-4699-a767-bc4b9ec6503d,Tala,5306,35.15,30,High,Education,42,2024-11-20
e558cbd1-4e29-4096-b660-992e4dfe9a16,M-Shwari,41860,34.63,90,High,Personal,5,2025-03-14
b801a8ae-0be5-4c24-a5fe-bf06b191cdf4,Timiza,12682,37.16,30,High,Emergency,44,2023-11-23
48a3e893-c3ec-4834-af7d-14be12f1bc12,Fuliza,22797,13.83,45,Low,Education,50,2024-12-14
d9c21512-687a-4dc7-ba0a-8ce0d4118497,M-Shwari,20041,31.43,30,Low,Education,42,2024-07-24
fe6d5077-60c8-4fef-8ad7-32962f859a9e,KCB M-Pesa,29421,21.12,14,Low,Education,38,2023-08-21
cbb3eb8c-6c60-452f-93b3-d93fb6074d0b,M-Shwari,17274,34.47,14,Low,Business,12,2023-05-07
a2decdf6-7c21-49d4-bce4-1e73a9883e13,M-Shwari,45313,30.5,30,High,Personal,39,2023-05-08
61c0025e-2aca-443d-b887-5ab7d20d4bac,Timiza,37698,32.18,60,High,Business,18,2024-02-22
e05e7d6f-4eb9-4a3f-86eb-80ef6ab1a807,KCB M-Pesa,9320,27.97,30,High,Personal,2,2025-01-27
a3d423d2-bb75-4f85-918b-b4d1c9f51017,M-Shwari,24570,11.21,90,Low,Education,10,2024-03-20
8c22063d-5a18-435d-b94a-1d73f7360059,Fuliza,4732,24.08,45,Low,Emergency,15,2023-04-12
271818c6-8acb-4576-bd23-2ccfbe5f35a1,Fuliza,11622,39.46,45,Low,Medical,30,2024-07-14
bb5b2dd6-71e9-4e93-b23f-786546c9396b,Tala,15523,37.81,45,Low,Medical,44,2023-10-15
1832c9da-30be-4728-961e-330704728480,KCB M-Pesa,8507,6.51,45,Low,Education,58,2023-03-26
297ecf58-c725-4a41-99ef-925664809007,KCB M-Pesa,18405,10.77,60,High,Business,17,2023-11-30
4e0827eb-aca3-46b4-afa4-bfc794ab1bc2,Tala,42286,9.61,30,High,Emergency,4,2025-02-15
f8595385-aa53-4868-ab0a-3460f882f807,M-Shwari,29898,30.41,30,Low,Personal,7,2023-10-06
8dbc60f8-5963-410f-86b6-b58edfa3b9a1,KCB M-Pesa,34768,33.62,60,Low,Education,41,2024-01-23
7c105868-4e36-4b65-a711-9ee82152811e,Fuliza,7237,12.47,90,Low,Emergency,31,2024-07-17
1c622255-2469-4361-9864-29a681da18de,Fuliza,36562,22.7,60,Low,Emergency,51,2024-11-23
cd1b4abf-be93-43b8-b01d-2258df0383d8,Timiza,26010,34.42,45,High,Personal,59,2024-02-29
7d296d8a-7e98-4946-b552-e1b69b98d714,KCB M-Pesa,19926,30.65,60,Low,Emergency,55,2024-11-12
cc0c011f-9700-4723-9900-1bab27a25c22,M-Shwari,37765,23.98,45,Low,Business,39,2025-02-02
a796e8c8-30d8-46ef-8e6f-1b6aa7a76c1a,Tala,18350,25.66,45,Low,Business,55,2024-04-21
ded983c3-03a0-4652-b220-11a35316ae18,Tala,1114,22.79,30,High,Business,34,2023-09-19
4a006520-c4bb-48a9-81a6-90e2c24328eb,M-Shwari,22276,15.41,45,Low,Emergency,6,2024-08-09
5c0278da-91ca-4c4d-a765-47df811a73e0,Branch,24577,24.78,30,Low,Business,50,2024-07-30
9599752c-395d-4842-8391-ff63e018d421,Timiza,9874,29.11,30,Low,Personal,38,2023-09-28
3c1a1732-c0a5-4ef7-b3d0-688a3d7d3305,Tala,35935,35.57,60,High,Emergency,45,2023-09-24
62f59122-e425-4124-a338-8fa0fc772ff2,KCB M-Pesa,31407,27.27,30,High,Medical,58,2023-11-06
2c9a4c4a-2d1e-4caf-81b9-c3d55ab47e96,Timiza,13909,31.64,14,Low,Emergency,51,2024-12-12
ed7d2c57-086b-4800-b328-5bdf21063752,KCB M-Pesa,17014,10.6,14,High,Personal,34,2024-07-26
765445b2-eef4-4b01-8540-3412b25957fb,Fuliza,30366,21.15,90,High,Medical,44,2023-05-08
152a04a0-20a8-4592-88e9-ee7bd54072aa,Timiza,3483,5.33,45,High,Emergency,15,2024-11-30
ad87799b-bfbb-4fa7-a8ba-28249f2afff5,Tala,32205,13.63,45,High,Business,14,2023-11-19
665c4d05-228a-4ad1-bef2-04e20e8ab1de,Timiza,21162,30.43,60,High,Education,6,2024-02-20
bb47c391-acc4-4c38-bbfd-9ca10a4e4bf0,Timiza,24010,39.71,60,Low,Education,50,2024-10-16
2c9b14ad-ee6a-4b38-97d8-7ba562bf3a63,Timiza,13151,8.47,30,High,Business,37,2023-11-01
732dd073-b0f2-4a0a-901a-6f2b46d8fab5,Branch,41498,19.05,45,Low,Education,50,2024-01-19
4e1b484a-a514-43cf-9685-f838e2bee791,Timiza,29035,33.0,60,High,Education,32,2023-11-29
a371c2da-c01f-46e7-a447-844d12f90560,KCB M-Pesa,7140,12.14,45,Low,Business,3,2023-07-21
16b8e7ce-917f-48b5-a0f8-da1454df0823,Fuliza,45047,24.43,30,High,Business,3,2024-01-11
ff4dc465-8893-45f5-9dc8-3c8777138730,M-Shwari,15817,30.66,60,High,Emergency,22,2024-10-08
d2c372a0-b77d-4099-95fa-7c48de47427c,Timiza,8064,26.56,45,Low,Emergency,22,2024-03-26
3aeeac99-33be-473d-a1eb-2b769ee0baf6,Tala,27845,11.58,30,High,Business,10,2024-08-07
93174186-9f69-4e9a-acc0-dc8f6f08c86b,Timiza,48788,17.44,45,Low,Personal,51,2023-10-31
e266e14d-21ef-4f98-a90d-54be6593c60a,Tala,29187,32.43,14,High,Education,3,2025-01-17
0e8044d5-46df-4f25-9c16-0df7bae425a3,KCB M-Pesa,14237,24.4,30,Low,Emergency,12,2024-12-30
ece51732-e18c-4201-ad27-085e23026c2e,Tala,9823,5.18,60,Low,Education,29,2024-05-22
e41bca78-fdf5-48b2-be36-3697e93f206a,M-Shwari,15729,31.63,14,High,Medical,48,2024-11-14
b55e13aa-f6f0-4a47-a928-ed1798f6167a,Fuliza,44981,6.24,45,Low,Business,17,2024-05-31
6b6c3be8-4cb6-43a8-9f20-908945229405,Tala,9002,31.1,45,High,Personal,7,2024-07-23
a8412c7f-e795-4f8d-8d2e-fd4e90a88fc1,Tala,1045,12.09,14,Low,Medical,13,2024-04-08
0944e1bc-1aa2-4eb7-b29b-99e797d161dd,Fuliza,37614,38.53,90,Low,Medical,56,2023-05-04
eeb1bc5e-1046-40e3-a06b-766ae8638711,M-Shwari,29930,17.88,30,Low,Medical,2,2023-05-26
56afa50f-d608-4234-9a98-9bb378685245,Timiza,10496,16.44,30,Low,Business,4,2024-11-14
594a386b-416a-4439-853d-7ba0e1afa864,Tala,28288,10.21,30,Low,Emergency,10,2024-02-14
20e0458b-9262-45ab-b767-b15e0080a66f,Fuliza,30469,15.7,30,Low,Business,39,2024-03-18
4dd309b0-6b5b-434d-96d0-6884d0644b48,KCB M-Pesa,49043,35.68,14,Low,Emergency,24,2024-05-20
52d7991e-77b1-4aa1-bd6a-52543766520f,Fuliza,14419,39.87,60,Low,Medical,17,2025-03-13
0404a29b-74f6-4f59-b323-8f5d6b1e03f0,KCB M-Pesa,4310,17.89,90,High,Medical,52,2024-11-19
7fa66ce6-3f59-48c0-be78-ed3adecf2189,M-Shwari,31086,20.7,30,High,Personal,6,2024-02-22
c1ef7fc0-b29e-479a-aa3c-1f6e8fa45c8a,Timiza,40474,30.27,45,Low,Emergency,19,2024-05-11
f9fa490b-3040-4bd1-8810-401b96d9614f,Fuliza,42273,36.02,60,High,Medical,5,2024-04-08
ee80173b-9e28-4dbc-a44a-6bc1a33cd1bb,Branch,16871,25.76,60,Low,Education,32,2023-07-17
20230f49-9450-4ea4-825f-89620aadeb8d,Tala,45584,18.7,45,High,Personal,10,2024-02-14
3bfd9e04-3dc6-4dd6-8fba-74a87dc1bacf,M-Shwari,30129,19.44,30,High,Business,9,2023-05-15
c420df69-d132-4b02-a8f7-6fcb4cf29979,Fuliza,8936,29.35,30,High,Personal,27,2023-04-03
3bc240ae-b844-437a-9011-dcc2d6d46979,Tala,13484,5.11,60,Low,Education,13,2024-07-20
d3ce74da-8ef2-4a1f-a944-29d46dbdd4ce,Fuliza,33539,26.69,60,High,Emergency,19,2024-03-29
31cca81b-12d8-4a50-a654-ed9674ece2f2,KCB M-Pesa,20395,17.44,30,Low,Business,21,2024-06-07
3a0a626b-b6db-4b43-9c77-adf12ef553c3,Fuliza,18655,32.8,30,High,Business,24,2024-02-05
ce11d0c8-4288-4a18-8151-30432a9a92a1,Branch,11116,8.25,90,Low,Emergency,38,2024-05-11
43bdd5b4-766d-4554-a67d-e180c90d23d5,Fuliza,37629,25.59,60,High,Personal,4,2025-01-28
b5398723-d589-44d8-815e-63d50b5b8185,Fuliza,40337,21.83,90,High,Medical,24,2023-09-05
931fa952-4e70-4b5f-8de9-276fcad2d0f6,Branch,25074,27.48,60,High,Personal,59,2024-10-15
8a6cfa55-ff54-4ffd-8a27-7dfc4747d400,M-Shwari,3930,7.27,30,Low,Education,35,2024-05-15
cdac1445-a9e2-438a-b5fb-4ddb9a47f7d4,Fuliza,13176,25.3,45,High,Medical,3,2024-06-06
2b34a61c-f0e5-43a4-89bd-5678d797b64b,Branch,11316,24.65,45,Low,Personal,4,2024-08-21
7e428eaa-4ddd-4839-aac2-8d6bb8149a42,Tala,33233,24.62,14,High,Emergency,57,2024-02-06
f984a8f3-168d-47c9-bd34-cb4f1dd5025b,KCB M-Pesa,20644,26.12,45,Low,Education,37,2024-05-27
f1b0f9de-86fe-415a-9e90-f97ff7b3c09e,KCB M-Pesa,2550,28.68,60,Low,Education,40,2023-05-15
2d3aacab-2694-4842-b652-d84d69717eaa,Fuliza,44960,33.17,30,Low,Education,48,2023-12-13
1e442246-159b-4339-ab75-37f143686cac,M-Shwari,34433,14.44,60,Low,Medical,54,2024-09-02
c8aab79d-a810-4999-b0a9-9224890dea91,M-Shwari,25451,33.88,45,Low,Business,35,2024-10-18
c1706490-a3c6-4270-a9f6-3eb98b9172e7,Tala,32913,22.44,90,Low,Medical,31,2023-09-30
e4e3032c-beaf-4b44-9e64-6d09b26c9172,Fuliza,35301,7.7,14,Low,Personal,56,2024-06-20
8791ffe8-e10f-4320-a4d7-69bb0db2ba64,KCB M-Pesa,33413,7.05,30,High,Business,44,2024-05-23
1e198605-2474-4389-a16c-8fc8231b09a6,M-Shwari,47537,16.7,45,High,Personal,25,2023-10-05
cf51b748-b76d-419d-bc6a-da4a374394b2,Fuliza,41100,32.47,30,Low,Business,40,2023-08-08
be917f22-0440-477f-9cde-732ac585c1a3,M-Shwari,25780,29.77,60,Low,Medical,13,2023-11-05
eb287ff5-8b4c-4ecc-a8c9-4be4a0c2641b,Branch,25057,32.6,60,Low,Education,4,2024-05-25
3d04f320-bb41-4eeb-8a0e-74b96fbb9252,M-Shwari,47554,23.1,30,Low,Emergency,46,2023-07-23
ca8820fa-5cf4-48d1-b81e-8d8edeb5fb4a,KCB M-Pesa,35900,20.41,45,High,Education,14,2024-08-18
1bf546ee-703f-43b6-89a2-f81c8977b66b,Timiza,4994,10.16,45,High,Medical,13,2024-03-09
36b2f308-289a-4765-b262-695bac217f00,Tala,15652,16.49,30,Low,Business,27,2024-08-04
b3aa8f80-3395-4450-9a26-91cbd0d6aa49,Tala,24395,20.19,90,Low,Education,6,2025-01-02
fc135fb4-9b56-4199-bb61-50283600376b,KCB M-Pesa,9655,8.1,60,Low,Medical,17,2024-06-29
2db84e6a-f057-4f44-b4bb-b748f5ba296b,M-Shwari,32383,12.72,45,High,Personal,36,2025-03-03
ab352ef8-6123-4c95-84c4-bacf2d26d7ef,Fuliza,43694,25.94,60,High,Emergency,40,2024-07-02
def226fd-22ae-45eb-8565-f83a71c7a3cb,M-Shwari,43501,30.75,45,Low,Education,49,2023-12-25
39474856-3f45-441a-932a-0f360c7808f7,KCB M-Pesa,2328,39.94,90,Low,Business,35,2024-10-05
d9053a13-5180-483d-8f9f-7650833fff2b,Tala,45528,37.66,45,High,Personal,17,2024-07-05
24197e23-eec8-49b7-87de-cb363134f953,M-Shwari,42398,27.49,60,High,Medical,41,2023-06-23
0fc7c194-75a2-4040-968d-f140324bc235,Tala,32623,19.74,60,Low,Emergency,2,2023-08-24
2815c186-088e-487d-ae4a-3b861dd37b29,Fuliza,38073,27.27,30,Low,Business,57,2023-06-09
9e97de9a-cf46-403e-b53f-2a4311b75306,Tala,1306,32.5,60,Low,Medical,13,2025-02-05
6ead7d1f-9822-479f-8702-cdaf5d104973,Tala,41470,9.14,30,Low,Medical,52,2024-11-28
edfb2f4f-484a-4e72-807e-6a07e47b6001,Timiza,30257,19.35,30,Low,Education,2,2023-07-05
f7bda531-afa0-4d88-affd-fe2a7112dd16,Timiza,35136,34.39,30,Low,Education,52,2024-08-20
26b51fd4-fe69-421c-a96b-8be6ef81d53d,Branch,15061,18.43,90,Low,Business,28,2023-04-13
e97a89e3-9b3a-4310-8bcf-a2c397e351e4,Timiza,48780,25.02,60,Low,Medical,43,2025-01-09
f067693e-5810-405a-8aaa-5859a82832e1,Tala,24762,25.57,60,High,Education,59,2024-12-01
9eaf556d-d6c7-4ed4-a325-3844b192bec8,KCB M-Pesa,15399,11.46,60,Low,Emergency,26,2024-02-03
56bada4b-3bba-4825-a46f-d52ab03b143b,Tala,49488,17.68,45,Low,Emergency,22,2023-05-19
0c76e5a5-e45c-4f6f-88bc-1100a12f6973,KCB M-Pesa,16434,16.71,90,Low,Medical,47,2023-11-23
a237f016-117a-4648-9729-273f6bb4a2de,KCB M-Pesa,38697,5.92,45,Low,Education,43,2025-02-02
ed6e9563-a080-440c-bbe3-62b0b69f4f81,Timiza,42344,5.85,30,High,Business,55,2024-08-01
7e7f87a7-224d-4918-b327-0739f5925f77,M-Shwari,36832,34.11,30,Low,Business,3,2023-12-22
665a7752-9d4c-4a94-af32-49679732d398,Fuliza,34657,14.56,60,Low,Business,35,2023-06-19
f270b242-2aa8-4b9a-a82b-2461e855c671,Timiza,12093,23.13,60,High,Emergency,58,2024-05-31
69a7e679-a94a-475a-88e2-e5b5c3121264,Timiza,40542,15.46,30,Low,Education,12,2024-08-02
37a2afe4-3b34-4f87-b8b6-8860e26ce1e1,M-Shwari,17820,37.92,14,High,Education,24,2023-06-25
9940f4f8-a443-40ee-9f75-54de4df20e52,Fuliza,27876,14.08,60,Low,Emergency,5,2024-10-12
7d279e8a-6b44-4780-bba7-3e012b778c0f,Tala,44013,20.04,14,Low,Business,20,2024-08-15
ab6fbe32-5782-4fc6-bad4-02142891f15c,Branch,14699,35.55,60,Low,Business,39,2024-03-07
4c4576e8-082e-4a7d-b9cd-0e80ee5fcc99,Branch,16376,34.47,90,Low,Medical,39,2024-11-17
12275f01-df06-4356-abf8-7e4bbce2970a,Tala,8745,11.51,45,High,Personal,13,2024-09-01
1f1b2b86-6c8c-49eb-a800-a138077d9440,Timiza,7714,33.09,30,High,Education,41,2024-02-15
ef0eb05a-ddd7-4294-9c22-332bed8f4bc2,Fuliza,1226,21.04,60,Low,Education,57,2024-08-21
5378ce47-2b21-43c0-b27e-4ac97551e331,Timiza,47100,21.9,60,Low,Education,53,2023-11-16
2f45688a-c19d-489a-a0b5-18d41c64e4d0,KCB M-Pesa,11862,9.67,45,High,Personal,45,2023-10-20
4ee1fe2a-aede-412d-b9e6-246bfd6de96f,Timiza,18797,7.82,90,High,Medical,12,2024-03-30
bdbca35a-201c-4751-95c5-38a92e003b9a,Timiza,30948,30.48,14,Low,Personal,13,2024-04-29
9b271b5d-5a6c-4455-8e25-f83ea7cde79d,Tala,26672,22.38,45,Low,Business,56,2025-01-05
41e9ae0a-bab2-460d-8194-9e2793aa9fed,Tala,43374,20.29,60,Low,Business,10,2023-07-27
705f399b-957d-475a-95c7-697c41ca691e,Tala,8157,30.53,60,High,Education,33,2023-06-22
c2123144-1f1c-4e04-a9c5-4b9bb78fbd54,Branch,19350,31.79,30,Low,Emergency,57,2024-12-08
e6953557-bc4c-4cfe-ae0b-376150cd3673,KCB M-Pesa,25925,10.56,60,Low,Education,40,2023-12-06
076d2d82-ff5a-4867-a72b-9981b73a8d95,Tala,27185,26.36,45,High,Emergency,54,2023-08-03
5b7c107e-8f6b-452f-8940-1315fef156a0,Fuliza,47819,9.74,30,Low,Personal,16,2023-09-10
4b724f90-a748-4044-b22e-ccd737032390,Branch,25078,31.3,30,Low,Business,45,2024-09-05
1ff5027e-cc11-457c-887b-0ed14f42f4d5,M-Shwari,29331,27.99,60,Low,Emergency,35,2024-10-22
77434242-2d05-4b39-8b37-df6f2f3b44fe,Fuliza,8406,38.48,30,Low,Personal,3,2025-01-03
824849c9-91d4-40e5-bf35-85826fd81ab2,Fuliza,7787,7.41,30,Low,Business,56,2023-12-07
24279f4e-f7c9-4c9d-b6de-2a6e65058e69,Tala,34160,7.0,30,Low,Emergency,5,2024-02-25
5600f385-94e7-4547-8eea-8cc64d7c354b,M-Shwari,10722,14.88,60,Low,Education,26,2023-05-31
ad010068-33d3-4745-bc32-64ca54ac2fcd,M-Shwari,37943,14.16,45,Low,Education,11,2023-12-06
db47b2b7-217f-48b4-92ad-5f9c144e2e5f,Branch,35201,13.64,60,High,Education,7,2023-12-09
900b31fe-33b5-4cb2-974e-160f9529c3e2,M-Shwari,18264,36.72,30,High,Personal,53,2023-07-29
b7cfb562-334d-4498-a0fa-a894f3cc93fe,KCB M-Pesa,45141,13.73,45,Low,Education,56,2024-12-01
ae5b3a8a-11e6-48e5-aaa6-cb8b3abf202b,Tala,18174,14.52,45,Low,Medical,10,2024-09-05
752867d6-11f7-41e3-9165-8d61973568d3,M-Shwari,18524,31.58,60,Low,Business,42,2024-01-03
50d3da8c-9884-4963-a7d2-40238364ec36,Branch,46507,20.74,90,Low,Personal,52,2023-12-04
c0707edf-69c6-4539-bb54-bd997bd84ba4,KCB M-Pesa,24374,32.18,14,Low,Education,34,2024-10-27
48fc2724-a92b-41a8-9ef6-f5d664dc2518,Timiza,44142,7.29,45,High,Business,3,2023-04-13
f99cc05c-bb5f-4728-ab32-6a9f91a9e84f,Timiza,32784,22.06,14,Low,Emergency,8,2025-03-07
b7cc0684-6b34-4412-ac7b-94704f269dd6,KCB M-Pesa,18102,6.18,45,Low,Education,31,2023-10-01
957366b1-6d5f-4984-99f0-18108c191a43,Branch,38284,7.19,30,Low,Business,11,2025-02-13
b21cb9af-bdbb-4f44-aa96-841d7c7a2b18,KCB M-Pesa,23765,36.73,30,High,Medical,45,2024-03-02
9b3fade4-1093-48be-851e-d0a535656f49,Tala,26431,9.87,30,Low,Emergency,7,2024-08-01
7b948189-a93b-49d2-b442-1faaea158906,Tala,29341,23.63,45,High,Medical,45,2023-06-17
c7fab0c2-deda-4ed5-9734-0cb474ef8043,Timiza,29692,19.39,30,Low,Business,2,2024-10-19
f108b3e0-7a34-4325-8cf8-26561e066a0f,M-Shwari,47042,17.16,60,High,Medical,6,2024-09-22
685e1ff4-ca89-4fe3-b4e7-396f56ca5437,Branch,43020,36.49,45,High,Business,41,2023-09-26
7236a615-70dd-411c-8b7b-b75b727f8a1e,Timiza,16085,5.76,14,Low,Business,32,2023-05-21
6469775c-a7ae-4ba6-bfe0-4fb523c0b4f5,M-Shwari,26059,28.23,60,Low,Medical,20,2023-10-13
34a9f91a-d539-4bb7-9995-e901ed1352fb,M-Shwari,40559,38.72,30,Low,Business,57,2023-04-20
4d8c2c46-38c0-4944-8841-fbb300a7ffa5,Tala,34242,24.61,45,Low,Education,34,2024-03-05
64a1a6d7-17b9-42a2-a29c-eabaea8abe58,Fuliza,4633,37.79,45,High,Business,50,2023-07-23
a8dcb576-2df9-4afb-9c7f-a9befd6bfc81,Fuliza,15163,6.83,30,High,Personal,16,2023-06-26
f518e3e4-8831-4ad4-814c-4d5673d4b353,KCB M-Pesa,22254,19.66,14,High,Business,25,2024-11-05
88df6d60-8d2c-47fa-a8f8-d0380acb164c,Tala,4472,14.11,30,High,Personal,12,2023-08-12
1ed471b6-4194-4cf5-992e-9a362b1d9faa,M-Shwari,5795,30.58,90,Low,Business,7,2023-11-28
815aa358-a87f-4e91-9829-b652a34ace0c,Branch,47181,39.35,45,Low,Business,39,2024-02-25
711f341f-c1d7-4bab-9890-9b1bb47244f3,Fuliza,42373,13.98,45,High,Medical,17,2024-08-24
bf420284-5afe-4d8e-a62d-720bdc6bef5e,M-Shwari,29625,27.9,45,Low,Education,45,2024-12-30
c1bc9de3-325b-4e61-ab73-b5d5f9df83a4,Fuliza,41496,11.93,30,High,Education,11,2024-07-11
58433153-85ac-4175-b28a-601b6c9f67d6,Fuliza,10403,24.79,45,Low,Emergency,6,2023-05-14
0b618291-2857-4486-ab7e-eab95d27193c,Fuliza,3520,21.24,60,Low,Medical,23,2024-06-22
ea17d9e3-6619-4c54-8858-c97c2e372edb,Branch,42255,39.02,30,High,Medical,27,2025-01-25
b06a4278-8e90-44fe-9a7d-238483bc5082,Tala,20920,26.3,30,Low,Education,46,2024-05-22
c3389813-a780-4e64-af3f-dd7f2d3d816d,Branch,21952,17.23,30,High,Medical,6,2024-03-02
351a3fd9-1bd1-4ba8-9fad-01d72dc960cb,Timiza,46148,8.99,45,High,Education,38,2025-02-11
8b30f3ad-f73a-4215-a803-fc78e7da8fb5,M-Shwari,38501,10.29,90,High,Medical,2,2023-12-09
5d9b7f1a-092e-4f04-978d-727d3ef586b2,Tala,10016,12.89,14,High,Business,22,2024-06-19
0d0c866f-04d2-401b-8b7f-2183dda28656,Tala,47827,13.78,45,Low,Education,20,2023-05-07
9dd4d503-2f59-4f82-abca-c277c978c78b,Tala,49969,34.77,30,High,Education,25,2023-11-10
2aa983e3-eab3-496d-aaca-9f11e6c28621,Tala,2896,24.64,90,Low,Personal,15,2024-08-11
b5725c99-0713-416a-9ca4-876fc02f2930,Branch,19046,23.32,30,Low,Medical,49,2025-01-09
65259319-9f04-4b40-8ece-79c8e4501d49,Tala,19629,9.02,45,High,Medical,29,2023-11-18
40d0220b-bb6d-4d86-b96a-ac24279b827e,KCB M-Pesa,2091,35.1,60,Low,Education,8,2023-07-28
5cbb1b6d-bcf0-47ec-8cd0-38517c90a880,M-Shwari,11803,30.3,60,Low,Business,37,2024-11-13
811e70f8-ec6f-44db-a290-d270cdf299d1,Tala,31061,7.37,45,Low,Business,49,2024-12-18
aaf2ffaa-bc82-44bc-b70f-67d2d143196c,M-Shwari,6683,29.77,30,Low,Business,52,2023-03-23
d73360f8-6d33-4b58-bfb4-19c5b6c87e94,KCB M-Pesa,27072,24.02,30,High,Medical,33,2024-07-19
6619bb10-5ba6-4e33-bc52-069c24a722cc,KCB M-Pesa,34580,7.86,30,Low,Personal,22,2024-05-04
931dfaed-c010-4f95-bab1-4be542db8d2f,M-Shwari,21195,21.04,30,High,Education,50,2024-09-11
ae47fa6b-f204-44df-85b5-bf53fbe5b61f,Fuliza,7814,21.96,45,High,Emergency,47,2024-09-21
9a28769d-0a97-4567-a1cc-a92849517780,Timiza,20123,10.8,30,High,Personal,5,2023-10-18
ff4c1f03-cd43-401a-8c2c-b21ab8d4fe58,Fuliza,2639,38.1,30,Low,Emergency,39,2023-06-14
51a0e03e-c094-4e56-a942-4a602097413c,Fuliza,47956,34.75,45,High,Personal,18,2023-12-15
a7404ec9-570c-4f27-be61-688ff7f07552,Branch,31790,28.42,90,Low,Business,38,2024-12-12
b85bca4e-57da-4840-8fc1-3d0edc179180,Fuliza,18588,21.18,45,High,Medical,54,2024-12-31
6642968e-f8b6-4689-abf8-01b7d5e367bc,Tala,40192,19.41,14,Low,Emergency,53,2024-06-14
ca8bfde9-dcb7-4774-934b-6b57fce7e14a,Branch,33630,27.78,14,High,Personal,37,2024-02-23
c67b783c-0b03-4502-8106-526a6260f0e3,Branch,32588,24.09,90,High,Medical,30,2024-08-22
bc3ed9f7-392d-4a83-82bf-b1e6d1c57272,KCB M-Pesa,26792,7.18,30,Low,Emergency,51,2023-10-07
dfd5f0bf-e52a-42a1-b634-c225349ab246,Fuliza,46749,22.94,14,Low,Education,31,2024-05-30
